login; location; followers; contributions; stars; language
OskarLGS;Cantabria (Spain);0;2;13;
dhighwayman;Vitoria-gasteiz;7;2;10;Shell
fdiazgon;Cáceres;0;2;0;Java and Arduino
DanijoeyPK;cadiz (España);1;2;0;Java
lamujeresponja;Jerez de la Frontera, Cádiz;0;2;0;
gaztesk;Vitoria-Gasteiz;5;2;0;Java
yucar;Zamora, Spain;0;2;0;Java
gingolf;Zaragoza;1;2;0;
torresburriel;Zaragoza, Aragón;0;2;0;
adriangn;Valladolid, Spain;0;2;0;
raveiga;Santiago de Compostela;31;2;;PHP
vrdominguez;Santiago de Compostela;4;2;;Python and Perl
LaNsHoR;Alicante;0;2;0;
NetConsulting;Alicante & Valencia (Spain);0;2;0;
heliosam;Madrid, Alicante, Spain;0;2;0;
GuillermoBas;Alicante, Spain;0;2;0;C#
TomasMS-DAM;Santa Pola, Alicante;0;2;0;Java and C#
cnavarro;Alicante (Spain);2;2;0;Ruby
seiseises;Valencia, Spain;7;2;2;C++
jobela79;VALENCIA;0;2;0;
tetracube;Valencia, Spain;0;2;0;
MrMondejar;Valencia;0;2;0;JavaScript
Sepho;Valencia;4;2;2;Objective-C and Ruby
bloz07;Valencia;3;2;0;
SergioEstevezVilches;Valencia;0;2;0;Java
lozanosam;Valencia;3;2;1;PHP and JavaScript
gitanoqevaporelmundoentero;valencia;3;2;0;Python
neoroger;Valencia, España;0;2;0;
Kyrzo;Valencia;0;2;0;HTML
laboluz;Valencia/Spain;0;2;0;C
miguems;Granada, Spain;0;2;0;
fvictor;Granada;0;2;0;Python
pedritomelenas;Granada;1;2;0;
cjferba;Granada;4;2;11;Python
neub;Granada;5;2;2;Python
everywaretech;Granada;0;2;0;Java
luqueburgosjm;Granada;0;2;0;
mohabouje;Granada;0;2;0;
jctrey;Granada;0;2;0;
boris-burgos;Granada, Spain;0;2;0;
NuriaStatgirl;Granada;2;2;0;TeX
JP-;Granada;2;2;0;Java
Jr-Ruiz;Valencia;0;2;0;
franperr;Valencia, Spain;0;2;0;
Usak;Paterna (Valencia);0;2;0;
ancarra;valencia;0;2;1;
manujose94;Xativa(Valencia);2;2;1;Java
pAdRoNe;Valencia, Spain;0;2;0;CSS and JavaScript
mshopper;Valencia;15;2;7;Python
carlagraca;Valencia - Spain;0;2;0;
moimonbo;Valencia;0;2;0;CSS
sergicollado;Valencia, Spain;7;2;2;JavaScript
carxofeta;Valencia;0;2;1;Python and Haskell
arivero;Zaragoza;3;2;4;Python
Zarpen;Burgos;0;2;1;JavaScript
rafcano;Aranda de Duero, Burgos, Spain;1;2;0;Java
jlsfernandez;Zaragoza;0;2;1;Shell
kour2k;La Coruña;0;2;0;Shell and Python
benjasHu;Ciudad Real (Spain);0;2;0;
malaguna;Ciudad Real;0;2;0;
bmanteiga;A Coruña;0;2;0;R
GuillermoCouceiro;A Coruña;0;2;0;Java
arbernardez;A Coruña;0;2;0;
oscarcv;A Coruña;0;2;0;Ruby
pepedeab;Albacete (Spain);6;2;34;JavaScript
xoseotero;Fene, A Coruña (Spain);0;2;0;Shell
tinopf;Coruña, Spain;0;2;0;
jatniel;Donostia - Gipuzkoa;4;2;0;
AmparoMa;Castelló de la Plana (Spain);0;2;0;
jmperezra;Ávila;1;2;0;Java
javiju84;Jaén;0;2;0;Java
mercenario;14800 - Priego de Córdoba [CO/ES];0;2;0;
miguelcanijo;Córdoba, Spain;0;2;0;
carlosccb;Córdoba, Spain;0;2;0;Matlab and Shell
diblex;Cordoba Spain;0;2;0;JavaScript
kikret;Montería - Córdoba;0;2;0;JavaScript
cluster28;San Sebastián;0;2;0;PHP
xerox91;Santander, Spain;2;2;7;Python
davidlallana;Bilbao;12;2;0;Ruby
rsleno;Bilbao, Spain;4;2;0;Shell
jarfil;Bilbao, Spain;0;2;0;Shell
franmosteiro;Orduña, Bizkaia;4;2;1;JavaScript
kronosnhz;Bilbao;2;2;0;Java
alisango;Spain;0;2;0;R
LordOkami;Spain;1;2;1;JavaScript
ricveal;Spain;1;2;2;Python and Arduino
phillipo;Spain;0;2;6;PHP
adrianmelic;Spain;0;2;0;
italofarfan;Spain;1;2;0;Python
rickysanf;Valencia (Spain);0;2;0;
juaxix;Granada , Spain;6;2;10;
ing-juanluis;Spain;0;2;0;
Mlondi;Madrid, Spain;0;2;0;
fmoralesarcia;Madrid, Spain;0;2;0;
gerardrubio;Sant Cugat del Vallès, Spain;0;2;0;PHP
josebyte;Spain;1;2;0;JavaScript
tkanzakic;Girona, Catalonia, Spain;1;2;1;Ruby
raulsolera;Spain;0;2;0;Ruby and R
mariomka;Ávila (Spain);1;2;2;PHP
rmosca;Barcelona, Spain;1;2;0;JavaScript
javiercalvomartin;Spain;0;2;0;
biglesia;Spain;0;2;0;HTML
BruneteTM;Spain;0;2;0;
srtaque;Madrid, Spain;0;2;0;R
Fenixin;Spain;6;2;119;Python
paulo-m;Spain;0;2;0;PHP and CSS
AnaBigData;Madrid, Spain;0;2;0;
zephyrus-cr;Spain;6;2;10;PHP
dmayoral;España;6;2;0;
chusnaval;Madrid;1;2;4;Java
rsc1975;Madrid;0;2;0;CSS
marcosvidal;Madrid;24;2;713;JavaScript
martafranch2;Madrid;0;2;0;
patricia01;Madrid;0;2;0;
sjdd;Madrid;0;2;0;R
Zeyckler;Madrid/Seville;0;2;0;Java
josemerono;Madrid;0;2;0;
danirus;Leuven, London, Munich, Madrid;20;2;166;Python
albertoromv;Madrid;0;2;0;
cvillacampa;Madrid;0;2;0;R
Apdesweb;Madrid;0;2;0;C
joseglezes;Madrid;0;2;1;JavaScript
Fosona;Madrid;0;2;1;
alvaroaranda05;Madrid;0;2;0;Ruby
JagerCox;Madrid, Spain;0;2;0;Python
enriqueamaya;Madrid;0;2;0;
nmizar;Madrid;0;2;0;
zalaty;Madrid (Spaing);0;2;0;Java and Arduino
equintano;Madrid, Spain;0;2;0;JavaScript and CSS
xMarioMC;Madrid / Spain;0;2;0;
jbaratas;Madrid;0;2;0;
qode-pro;Madrid;0;2;0;Objective-C
embeano;Madrid;0;2;0;JavaScript
rcostu;Madrid;15;2;34;Go
nachojob;Madrid;0;2;0;R
edj3c;Tres Cantos, Madrid, Spain;0;2;0;
israelvizcaino;Madrid;0;2;0;R
ruben3d;Alcalá de Henares, Madrid, Spain;0;2;2;Java
j-santander;Madrid - Spain;0;2;0;CoffeeScript and JavaScript
esdushu;Madrid;0;2;0;Groovy and Java
fgmarin22;Madrid;0;2;0;R and CSS
sbandol;Madrid;14;2;4;Objective-C
becerragjm;Madrid - Spain;0;2;0;
carlosgarciaibanez;Madrid;0;2;0;Java
teloconf;Madrid - Spain;0;2;0;CSS
krasny2k5;Madrid - Spain;0;2;0;Shell
srPadron;Madrid - Spain;0;2;0;Java
blzkz;Madrid;12;2;3;CoffeeScript
codevincedev;Madrid;0;2;1;Python
aorgaz;Madrid, Spain;0;2;0;Java and XML
ramonmillan;Madrid;0;2;0;R
jalopez;Madrid;9;2;18;JavaScript
minmaster;Madrid;0;2;1;JavaScript
aliripe;Madrid, Spain;0;2;0;
clnznr;Madrid;8;2;0;Shell
inigollamosas;Madrid;0;2;3;Matlab
earroyoron;Madrid;0;2;13;Java
Thinkoder;Madrid;0;2;2;CSS
senechaux;Madrid;1;2;4;Java
millaguie;London <-> Madrid;0;2;0;CoffeeScript
bytelovers;Madrid;0;2;1;CSS
PabloMaximo;Madrid;1;2;0;
dawud;Madrid;0;2;2;Shell
osrecio;Madrid;6;2;0;Shell
nnatali;Madrid;30;2;2;JavaScript
IGZalbertoiglesias;Madrid;0;2;0;
alexsimo;Madrid;6;2;0;Java
jlopezmalla;Madrid;0;2;0;Ruby
fjpena;Madrid (Spain);0;2;0;Python
josevillalobos;Madrid;6;2;0;Shell
galindale;Madrid;6;2;3;Python
zuloark;MADRID-BERLÍN-BRUSELAS-BCN;0;2;0;
miguelortegarodriguez;Madrid;1;2;0;Java
amegias;Madrid;1;2;0;Objective-C and Ruby
ASMontemayor;Mostoles (Madrid, Spain);0;2;0;
marblecode;Madrid;1;2;2;PHP
jacobodariva;Valdemorillo, Madrid;0;2;0;Arduino
DNoguera;Madrid;0;2;0;Shell
felopri;Madrid (Spain);0;2;0;Shell
ignacio-manzano;Madrid, Spain;0;2;0;Java
miguelangelmoreno;Madrid;1;2;0;
matallanas;Madrid;1;2;0;Matlab
mceire;Madrid;5;2;0;Java
Alianar;Madrid;0;2;0;C and Python
pgutierrezm;Madrid, Spain;0;2;0;Shell
blaijuarez;Madrid;0;2;0;JavaScript
alejandroluengo;Madrid;1;2;0;
laucategui;Madrid;0;2;0;
klares;Madrid;0;2;0;
pablochux;Madrid;5;2;1;PHP
almardo;Madrid;0;2;0;R
pmorenoger;Madrid, Spain;0;2;0;
nealkins;Madrid;0;2;0;Ruby and Shell
elazafranjusticiero;Madrid;1;2;0;JavaScript
jdinicola;Madrid;1;2;0;PHP
Lchab79;Madrid;0;2;0;Ruby
peressini;Madrid, Spain;0;2;0;Objective-C
AdoptaUnAlien;Madrid, SPAIN;0;2;0;
jabavi;Madrid;0;2;0;C#
gorkacortazar;Madrid;1;2;3;Makefile
adriancarrio;Madrid;1;2;0;
javiaf;Madrid;1;2;0;Java
virginiaPJ;Madrid;1;2;0;
larsenfed;Madrid, Spain;0;2;0;
medaqueno;Madrid, Spain;0;2;0;JavaScript and CSS
angelmunozs;Madrid (Spain);0;2;0;JavaScript and CSS
ismaxs;Madrid;1;2;4;JavaScript and CSS
kikegarcia;Madrid;4;2;0;
Deschain;Madrid;2;2;0;Java
munix;Madrid;4;2;75;Java
LorenaGdL;Madrid, Spain;0;2;0;CMake
jreypo;Madrid;2;2;0;Shell
chriskeycode;Madrid;2;2;0;
luiscano88;Madrid;2;2;0;
victormartin;Madrid;0;2;0;
robertomorandeira;Madrid;2;2;0;Scala
aortegaberzal;Madrid;2;2;0;
mnietop;Madrid;2;2;0;
alwar;Madrid;2;2;0;C
ernestobv;Madrid, Spain;0;2;0;
e-vancho;Madrid;0;2;0;
hmolina;Madrid (Spain);0;2;0;
spa1fwg;Alcala de Henares, Madrid, Spain;0;2;0;
javierfs89;Madrid;2;2;0;
fospitia;Collado Villalba, Madrid;0;2;0;
Ignacio-Fuertes;Madrid (Spain).;0;2;0;
AngelToca;España;0;2;0;
amcanadas;Toledo, Spain;0;2;2;Python
imonteroperez;Seville, Spain;1;2;7;PHP and Ruby
Miltontarrillo;Rioja-San Martin;0;2;0;Java
alfredopenaalonso;Logroño, La Rioja, España;0;2;0;Java
ssaranova;Logroño;0;2;0;CSS and JavaScript
etimux;Spain;0;2;0;JavaScript
inesamz;SPAIN;0;2;0;
gramos74;Madrid, Spain;6;2;4;PHP
thewinger;Spain;0;2;2;JavaScript
RaulCanay;España;0;2;0;
DaCoNDe;Spain;1;2;0;CSS
Arsench;España;0;2;0;
choldimir;Spain;1;2;1;Java
serculo;ESPAÑA;0;2;0;CSS and JavaScript
rugarciap;Vigo (Spain);0;2;60;Objective-C and C
182mick44;Vigo;0;2;0;JavaScript
kusflo;Vigo;0;2;0;
luckyluke;Vigo;1;2;12;Python
gmarko;Vigo;0;2;0;Java
albertedevigo;Vigo;0;2;5;CSS and JavaScript
xrosas;Vigo;1;2;0;
miguelamor;Vigo;0;2;0;R
sCervino;Vigo;0;2;0;HTML and CSS
B0gdar;Vigo;0;2;0;Python
frfdnpg;España;1;2;0;Swift
ovichs1;Spain;0;2;0;
benava48;Valencia (Spain);1;2;0;Prolog
vbermudez;Spain;0;2;0;JavaScript
FranJMM;Spain;0;2;0;Java
enrique-esteban;Spain;0;2;0;PHP and CSS
softwhisper;Galicia, Spain;8;2;24;Ruby
NachoHernandez;Alicante - Spain;1;2;1;JavaScript and CSS
jlopez-alcoitec;Alcoy, Alicante, Spain;0;2;0;
AdrianMarrero;Gran Canaria;0;2;0;
nauzet18;Las Palmas de Gran Canaria;3;2;0;C
nandoangelo;Palmas, TO;4;2;1;
jfsagasti;Las Palmas de Gran Canaria;8;2;4;Objective-C and Swift
Blarzek;Las Palmas de Gran Canaria;1;2;1;Java
csanchezr;Alicante;0;2;0;
vvives;Alicante;2;2;0;R
JonasCAB;Alicante, Spain;0;2;0;
jirubio;Alicante;1;2;0;Java and Python
epartipilo;Spain;0;2;0;JavaScript
rafarrc;Madrid, Spain;0;2;0;
paddelboot;Spain;1;2;4;PHP
OctavioBenedi;Zaragoza, Spain;0;2;4;C
afolgado;Spain;0;2;3;PHP
germanblanco;Spain;5;2;0;Shell
lnegrol;Spain;0;2;0;
0GiS0;Spain;5;2;0;
NoemiMS;Spain;5;2;0;CSS and JavaScript
philsmy;Spain;1;2;42;Ruby
sandboi;Villarrobledo, Spain;0;2;0;JavaScript
vmgferrandez;Madrid, Spain;0;2;0;HTML
czuriaga;Valencia, Spain;1;2;2;Python
bsusal;Salamanca;4;2;0;CSS
robersantiago;Spain;1;2;0;JavaScript and CSS
nestorperez;Spain;5;2;0;
isanchezd;Madrid, Spain;0;2;0;
leticiasmanso;Salamanca;3;2;0;HTML
frangbravo;Salamanca;0;2;0;CSS
nachopavon;Seville, Spain;1;2;8;PHP
Lornebradia;Madrid, Spain;0;2;0;R
joseroo;Almería;1;2;0;PHP
AlbertOne;Almería;0;2;0;
emitomas;Almería;0;2;0;HTML
inesortega;Viana do Bolo (Ourense) & Madrid;3;2;0;C
fmarrabal;Almería (Spain);1;2;2;C#
alexarraiza;Barcelona;0;2;0;
marduke182;Barcelona, Spain;4;2;1;JavaScript
raimonesteve;Vilafranca del Penedès. Barcelona;4;2;2;Python
juanfran-granados;Barcelona;6;2;0;CSS
arthurMll;Casteldefels (Barcelona);0;2;0;
ellorensc;Barcelona, Spain;4;2;0;PHP and JavaScript
stefanc;Barcelona, Spain;0;2;0;
okfn-es;España;2;2;0;
pepocivs;España;2;2;0;
jap1968;Spain;5;2;44;JavaScript
Dahrkael;España!;5;2;35;Ruby and C
pyarza;Spain;1;2;3;JavaScript and CSS
AlejandroMoran;Madrid, Spain;2;2;0;C++
elorz007;Pamplona;0;2;0;Shell
j0s3b4;iruña;0;2;0;
thinger-io;Madrid, Spain;0;2;1;C++ and CMake
samuel-barrado;España;1;2;0;Python and JavaScript
Nyu31415;Granada, Spain;5;2;0;
cedillomarcos;España;0;2;1;Java
vAlmaraz;Spain;0;2;0;Groovy
EnriqueCocero;Spain;0;2;0;
dromansab;Lleida;0;2;0;
rafacuest;Lleida;0;2;1;Java
iferrera;Lleida;0;2;0;Objective-C and Ruby
dbarroso;Lleida, Spain;0;2;1;Shell
jordiplanes;Lleida;0;2;0;Python
zenx;Spain;9;2;6;Python and CSS
careuno0y1;España;2;2;0;CSS and JavaScript
erodespons;Spain;0;2;0;Makefile and PHP
Gatonevermind;Barcelona, Spain;6;2;2;JavaScript
arkaik;Barcelona;0;2;0;
sfdez;BARCELONA;0;2;0;
bubok;Spain;0;2;0;Python
maxantipov;Vitoria (Spain);0;2;0;Python
LucasMontero;Lugo, Galicia, Spain;0;2;0;HTML
jmlmontero;Lugo;0;2;0;Java
Ebrithil;Lugo di Vicenza (VI);3;2;2;Pascal and Delphi
plopezse;Barcelona;2;2;3;Shell
msjoker;Barcelona, Spain;0;2;0;
letsbonus-gh;Barcelona, Spain;0;2;0;
jcayetano;Málaga, SP;0;2;0;Java
RubenBer;Malaga (Spain);0;2;0;
ricardovillabrieva;Las Lagunas (Mijas Costa) - Málaga;3;2;0;Java
mikesu14;Malaga;0;2;0;JavaScript and CSS
lolytallica;Málaga;0;2;0;PHP
MrRuiz;Málaga;2;2;0;JavaScript
KurroSoftware;Malaga;0;2;0;C#
dvpareja;Vélez-Málaga;0;2;0;PHP
ppadialitrs;Malaga (Spain);0;2;0;
igledaniel;Málaga;0;2;0;JavaScript
jpescalona;Malaga;0;2;1;Groovy
Marcelsj;Barcelona;2;2;0;PHP
iMobils;Barcelona;0;2;0;
NarcisDavins;Barcelona;7;2;0;PHP and Puppet
DavidCana12;barcelona;0;2;0;Java
AlexPereaDev;Barcelona;0;2;0;Swift
libove;Barcelona, Spain;0;2;0;
asicilia;Barcelona;2;2;0;
Daniel-J-Murphy;Barcelona;0;2;0;
txemaq;Barcelona;0;2;0;TypeScript
Kv0the;Barcelona, Spain;2;2;0;Makefile and C++
oriolpujol;Barcelona;7;2;6;ASP
companygarcia;Barcelona;2;2;0;
payrandom;Barcelona;0;2;0;Ruby
Faleg;Barcelona, Spain;0;2;0;PHP
itdoh;Barcelona;0;2;0;
gespona;Barcelona;0;2;0;Ruby
vmucuge;Barcelona, Spain;2;2;2;Shell
telenieko;Barcelona, Spain;8;2;19;Python
sperpina;Viladecans - Barcelona;0;2;0;
jvsalatino;Capellades - Barcelona - Spain;0;2;0;Processing
cbmarc;Barcelona;2;2;1;PHP
pablochacin;Barcelona, Spain;2;2;0;Java
alexparera;Barcelona;0;2;0;JavaScript and CSS
isaacbuch;Mataro, Barcelona;0;2;0;
KabraBoja;Barcelona;8;2;7;Objective-C and Ruby
kooso;Barcelona;2;2;0;CSS
brunonevado;Barcelona;0;2;1;C++
Vithozor;Barcelona;0;2;0;JavaScript
albertca;Sabadell, Barcelona;8;2;6;Python
openmindsystems;Mataró, Barcelona;0;2;0;Python
Habitatea;Murcia;0;2;0;
Darkkz;Murcia;1;2;0;
campill0;Murcia;0;2;0;CSS
coloratto;Lorca (Murcia);0;2;1;JavaScript
marc97;Barcelona, Spain;1;2;2;Java and PHP
droijals;Barcelona (Catalonia);1;2;0;PHP
barcelonajug;Barcelona, Spain;1;2;0;Groovy
dorisadan;Barcelona,Spain;1;2;0;Processing
leynar;Barcelona;0;2;0;JavaScript
jcivit;Barcelona;1;2;0;R
toomanysecrets;Terrassa, Barcelona, Spain;0;2;1;Shell and Emacs Lisp
fjavier-moreno;Barcelona;0;2;0;PHP
ferrangarciapagans;Barcelona;1;2;0;R
ferranorriols;Barcelona;0;2;2;PHP
matamandola;Barcelona;1;2;0;CSS
valldu;Barcelona;0;2;0;JavaScript
ekros;Barcelona, Spain;1;2;2;JavaScript
xberthet;Barcelona;0;2;0;Python
netmanito;Barcelona;1;2;0;Shell
Amedio;L'Hospitalet de Llobregat (Barcelona);9;2;32;Python
Fuegueo;Barcelona;0;2;0;C#
xmorales;Barcelona;1;2;0;Python
guillemsalas;Barcelona;1;2;0;JavaScript
jmquarck;Barcelona, Spain;0;2;1;PHP
marcomorettim;Barcelona;1;2;0;
manuelson;Barcelona;1;2;1;Java
mlasala;Barcelona;0;2;0;
arturh;Barcelona;9;2;8;JavaScript
MichaelGradek;Barcelona;0;2;0;Makefile
avillegasn;Barcelona;1;2;0;JavaScript
ocanamero;Barcelona;1;2;0;
jrltt;Barcelona;1;2;0;JavaScript
MarkCheshire;Barcelona, Spain;1;2;4;Ruby
crosasmendoza;Barcelona, Spain;0;2;0;
samuel-redsauce;Barcelona;1;2;0;
malefikh;Barcelona;0;2;0;Java
seventhseeker;Barcelona;1;2;1;PHP
sebclaeys;Barcelona;10;2;0;C++
dvladek;Barcelona;1;2;0;R
evpre;Barcelona;1;2;3;JavaScript
svalver;Barcelona;1;2;0;Makefile
edumolins;Barcelona;1;2;0;Groovy
arg-vedder;Barcelona;0;2;0;PHP
maestre19;Esplugues de Llobregat, Barcelona, Spain;1;2;0;
ireneesteban;Barcelona, Spain;0;2;0;
daniroblesc;Barcelona;0;2;0;Shell
joseppla;Barcelona;1;2;0;Ruby
logincompany;Barcelona;0;2;0;
sisux;Barcelona;1;2;0;R
agausachs;Barcelona;0;2;0;
sergigracia;Barcelona;12;2;84;Objective-C
seb2411;Barcelona;1;2;0;Shell
munnibhai;Barcelona;0;2;0;PHP and CSS
bunkenburg;Barcelona;1;2;6;Java and Shell
roneypc;Barcelona;0;2;0;Java
maria19;Barcelona;0;2;0;R
marqmarti;Barcelona;1;2;1;
MontseRabassaB85;Barcelona;0;2;0;
joahking;Barcelona, Spain;14;2;43;Ruby
dferrandizmont;Terrassa, Barcelona.;0;2;0;Objective-C and C++
jminguillona;Barcelona, Spain;0;2;0;Processing
mikemaal;Barcelona;0;2;0;Java
gienini;Vic (Barcelona);0;2;0;Java
Solero93;Barcelona;0;2;0;Java
ferranpujolcamins;Barcelona;0;2;0;Shell
ecesar;Barcelona;0;2;0;R
fazeaction;barcelona;16;2;19;JavaScript
Ivi94;Barcelona;0;2;0;PHP
cginer;Barcelona;0;2;0;R and Perl
marcostvz;Barcelona;0;2;1;CSS
Maxfire;España;0;1;0;Java
arunakulat;Cartagena, Murcia;0;1;5;JavaScript
PabloMG;Murcia (Spain);0;1;0;
DionisioFG;Murcia;0;1;0;PHP
christiansr85;Murcia, Spain;0;1;0;
pedroluislopez;Murcia;0;1;0;Python
PabloClon;Murcia, Spain.;0;1;0;
zjuanma;Madrid;1;1;0;Ruby and Shell
t4j;Madrid, Spain;0;1;0;Java
diseni;MADRID;0;1;0;
pedropanos;Madrid;0;1;1;JavaScript
badosuju;Madrid (Spain);0;1;0;
storm17;Madrid;0;1;0;
Marc-van-Wijk;Madrid;0;1;0;
OscarAkaElvis;Madrid, Spain;0;1;0;
fergpichel;Madrid;0;1;0;JavaScript and CSS
dianagtr;Madrid;1;1;0;Ruby
sarvaje;Madrid;0;1;1;JavaScript
silver-james;Madrid, Spain;0;1;0;
sprtako;Madrid;0;1;0;
moronlu18;Málaga;1;1;0;
dingodes;Dublin and Malaga;0;1;0;
pacog1956;Málaga;0;1;0;
RaulMenaBravo;Málaga;0;1;0;
Ilgrim;Malaga;4;1;3;Perl
framirez;Málaga;2;1;0;
FROSADO;Malaga, Spain;0;1;0;
francisperea;Málaga;0;1;4;JavaScript and CSS
manueladolfo;Málaga;0;1;0;CSS
galvezuma;Málaga, España;0;1;0;Java and R
toroot;MALAGA;0;1;0;PHP
toscanelli;Madrid (Spain);0;1;0;
alvaroaraoz;Madrid, ES;0;1;10;JavaScript and CSS
Vallekano;Madrid;0;1;0;
gonhidi;Madrid, Spain;0;1;0;
jcarmonaloeches;Madrid;2;1;6;Java
ParadigmaTecnologico;Madrid, Spain;0;1;0;
hugo-roman;Madrid;2;1;0;CSS
iddelacruz;Madrid;0;1;1;
cgerson;Madrid;0;1;0;
nachoorme;Madrid;0;1;0;CSS
iagfmono;Madrid;0;1;0;CSS and JavaScript
zeuslife;Madrid (España);0;1;0;
planetajavo;Madrid;7;1;0;JavaScript
carlos1y5;Madrid;0;1;0;Java
sergioibs;Madrid;2;1;0;Shell
PabloC;Madrid;2;1;32;CSS
moskinson;Madrid;7;1;7;Groovy
malobato;Madrid (Spain);0;1;0;
albertog;Madrid;2;1;1;CSS
apulidoc;Madrid;0;1;0;PHP
Rodrigo-Ludgero;Madrid;8;1;19;CSS and JavaScript
SamuelMad;Madrid - Spain;0;1;0;JavaScript and CSS
gaizka;Madrid;24;1;89;Ruby
MPelaezE;Madrid - Spain;0;1;0;JavaScript
torras;Madrid;1;1;1;Ruby
rrrraul;Madrid, Spain;0;1;0;
perezagua;Madrid (Spain);0;1;1;Java
luebsgrafic;Pamplona;0;1;0;PHP
avalero;Madrid;10;1;21;C++
noztum;madrid;0;1;0;
PrieJos;Madrid, Spain;0;1;0;Shell
jlvelazquez;Madrid;1;1;2;JavaScript
joserg;Madrid;0;1;0;
dalonso82;Madrid;0;1;0;Scala
crazyramirez;Madrid;0;1;1;
rafaeloga;Madrid;0;1;0;
foliolo;Madrid;0;1;0;Java
jfcastro;Madrid;0;1;0;C++
placidorevilla;Madrid;10;1;11;Shell
lquijada;Madrid;0;1;0;
davidfq;Madrid;4;1;2;JavaScript
simkiv;Madrid;0;1;2;
sergiomt;Madrid;0;1;6;Java
Salmy;Madrid;0;1;0;HTML
sacerro;Madrid;4;1;0;PHP
javikas;Madrid, Spain;0;1;0;ActionScript
Nyaran;Madrid;4;1;0;
rfcm83;Madrid;1;1;0;C# and Visual Basic
beeva-manueldepaz;Madrid;0;1;0;JavaScript
joaquindiez;Madrid;0;1;0;Shell
PierreHourdille;Madrid;0;1;0;JavaScript
MrPiket;Madrid;0;1;0;Perl6 and Kotlin
pacoferre;Madrid, Spain;0;1;0;C and Shell
AitorC;Madrid;0;1;0;Makefile
ibarral;Madrid, Spain;0;1;0;
franklinandrade;Madrid, Spain;0;1;0;JavaScript and CSS
yasminanieto;Madrid;0;1;0;JavaScript
biocar2001;Madrid;0;1;1;
jmhostalet;Madrid;0;1;0;Java
ejoliet;Madrid;2;1;0;
icivico;Madrid;1;1;3;Java
chuchivic;Madrid;1;1;0;
antonioordonez;Madrid;1;1;0;
rnaharro;Torrejón de Ardoz, Madrid;1;1;5;Objective-C
alexandreu;London and Madrid;1;1;1;C
metafisica;Madrid;0;1;0;Python
ddonofrio;Madrid, Spain;0;1;0;Java
ragonlan;Madrid;0;1;0;Perl
alextrebolle;Madrid;0;1;0;XSLT and Perl
stnieva;Madrid, Spain;0;1;0;Java
scottolsen;Madrid, IA;13;1;1;Ruby and Objective-C
dankbanas;Madrid;0;1;0;Ruby
Charlisim;Madrid;1;1;0;Python
poncevk;Madrid;1;1;1;Java and JavaScript
sherlock722;Madrid;0;1;0;
reactivo;Madrid;0;1;0;
agarce;Madrid;0;1;0;JavaScript
felipescript;Madrid;0;1;0;
00JTPJ-65077V-GZQQF1-2EBC06;La Paloma, 4 Brunete 28690  Madrid;0;1;0;
dcarrillo;Madrid;0;1;0;Python and Shell
IvanCL;Madrid;0;1;0;Java and JavaScript
nurnarayola;Madrid;0;1;0;
xikixi;Madrid;0;1;1;
zakrion;Madrid;0;1;0;
VictorMerino;Madrid;0;1;0;CSS
alberteo;Madrid;0;1;0;PHP and CSS
Fherbarr;Madrid;0;1;0;
Oscarvas;Madrid;1;1;0;C++ and C
IGZalejandrogonzalez;Madrid;5;1;0;Groovy
d4nielRV;Madrid;1;1;0;Python
leksanboy;Spain, Madrid;0;1;0;PHP and CSS
dperalesferrera;Madrid;1;1;0;Java
alb3rtobr;Madrid;0;1;0;OpenSCAD
bubuku;Madrid;1;1;0;CSS
mhenche;Madrid;0;1;0;Java
alg-a;Vigo - GZ;2;1;1;C++
acarballo;Pontevedra;1;1;0;PHP
IncludeSolutions;Vigo;0;1;0;
miquecg;Vigo;1;1;1;JavaScript and CSS
JabirM;Vigo;3;1;0;
migrax;Vigo;1;1;3;PHP
IagoGC;Vigo - Spain;0;1;0;
DanWearsPrada;Vigo, Galicia, Spain;0;1;0;CSS
martinschenk;Madrid;0;1;0;PHP and CSS
fernandoagudo;Madrid;0;1;0;
alantonilopez;Madrid;0;1;1;Python and PHP
anndresorozco;Madrid, Spain;0;1;0;
pechodelata;Madrid;0;1;2;PHP
AntonioGarRod;Madrid;0;1;0;PHP
carlosvega;Madrid;1;1;0;Python
javiboo;Madrid;0;1;0;JavaScript
fexblanco;Madrid;6;1;4;JavaScript
paizpurua;Madrid;0;1;0;
obaib;Madrid;1;1;0;CoffeeScript and Java
darkomen;Madrid;16;1;5;C++
rubenurraca;Logroño, Spain;0;1;0;
FernandoMateusFernandez;Madrid;0;1;0;
desordenado77;Madrid;0;1;0;Arduino
yoprogramo;Alcorcón, Madrid;0;1;1;Shell and Java
woqer;Madrid;0;1;0;Shell
korbert;Lleida;2;1;0;
achiges;Lleida;1;1;0;
alex-plunge;Lleida;0;1;0;
jokin;barcelona;0;1;4;JavaScript
campings;Trav. Dalt 62 1-4, 08024, Barcelona;0;1;2;PHP
ezeherrera;Barcelona;0;1;0;CSS
amirabet;Barcelona;0;1;0;
AlbertHerrera;Barcelona;0;1;0;Java
el-many;León;0;1;0;Shell
SergioGonzalezGonzalez;León, Spain;0;1;0;
VictorRodriguez-ULE;León, Spain;0;1;0;
marcrocas;Barcelona;0;1;0;
Modesto-Escobar;Salamanca;0;1;0;Stata
rodrigoSantamaria;Salamanca;2;1;1;CSS
